city_x,city_y,city
3941766.49,3902454.301,"דוב""ב"
3920671.658,3906694.363,אדמית
3925075.145,3832810.778,רם-און
3897915.557,3721568.247,אביעזר
3896822.943,3720472.847,נווה מיכאל
3862885.704,3737624.9,גן הדרום
3888011.415,3789770.599,בית ברל
3889858.518,3718817.648,צפרירים
3857672.201,3691226.274,מבועים
3928879.068,3905191.922,אבן מנחם
3851508.3,3684382.458,מעגלים
3845053.305,3689206.007,תושייה
3888141.633,3758031.589,בן שמן (כפר נוער)
3816532.327,3662371.134,כרם שלום
3865194.315,3739632.666,כרם יבנה (ישיבה)
3937572.014,3854160.537,דבורייה
3925791.613,3887008.384,דיר אל-אסד
3937132.285,3877108.853,דייר חנא
3890311.09,3733979.54,דייר ראפאת
3902065.926,3854669.18,עיר כרמל
3934552.358,3897503.152,חורפיש
3945701.562,3842829.925,טייבה (בעמק)
3937940.08,3865774.042,טורעאן
3926871.783,3853458.694,יפיע
3918687.382,3889252.602,ירכא
3919249.336,3878351.623,כאבול
3923829.271,3872838.343,כאוכב אבו אל-היג'א
3945162.09,3858400.582,כפר כמא
3934222.484,3861822.355,כפר כנא
3925514.492,3869903.973,כפר מנדא
3925336.376,3857954.936,עילוט
3943245.123,3848347.735,כפר מצר
3908833.758,3735820.255,עין ראפה
3924543.001,3884777.768,שגור
3907158.388,3893230.502,מזרעה
3924817.603,3898896.317,מעיליא
3932025.661,3860996.835,משהד
3931643.622,3886657.151,נחף
3935035.82,3846406.218,ניין
3939892.751,3843762.437,נאעורה
3934550.16,3887505.918,סאג'ור
3933439.409,3843206.701,סולם
3935411.813,3886341.422,שזור
3932319.596,3867485.058,עוזייר
3916850.334,3872319.733,אעבלין
3941035.112,3873456.946,עיילבון
3933895.353,3875560.1,עראבה
3930711.578,3901685.552,פסוטה
3932402,3892463.04,פקיעין (בוקייעה)
3890933.127,3842058.973,פוריידיס
3922306.801,3880840.68,שעב
3930762.039,3867190.572,רומאנה
3950484.894,3901767.065,ריחאנייה
3886331.587,3833972.626,ג'סר א-זרקא
3930535.71,3858397.341,ריינה
3937012.988,3887114.315,ראמה
3940643.781,3887388.253,עין אל-אסד
3885063.568,3805380.019,גנות הדר
3868923.201,3720279.984,ניר בנים
3867436.719,3741317.014,שדמה
3905386.107,3888724.217,בוסתן הגליל
3874280.46,3742910.46,בית אלעזרי
3885201.11,3740079.474,משמר דוד
3875751.209,3733426.301,רבדים
3874801.732,3766307.319,אזור
3890783.646,3733840.958,גבעת שמש
3892807.599,3732079.53,צרעה
3925341.951,3897592.087,מעונה
3912332.612,3891428.025,בית העמק
3848792.735,3713711.871,מבקיעים
3908439.784,3900759.94,גשר הזיו
3914717.417,3882138.195,יסעור
3912517.136,3898012.955,כברי
3876375.013,3736789.212,יד בנימין
3944576.408,3903411.645,סאסא
3908961.936,3906730.082,כפר ראש הנקרה
3895080.056,3848446.058,"כרם מהר""ל"
3868243.125,3748484.618,כפר הנגיד
3946572.484,3867065.324,לביא
3916421.921,3839626.444,מגידו
3882598.936,3769438.416,סביון
3872906.982,3733153.358,בני ראם
3911146.961,3904684.86,בצת
3957724.804,3840737.996,נווה אור
3868049.972,3740309.568,עשרת
3870817.7,3728469.843,ערוגות
3880145.839,3763731.102,צפרייה
3907088.715,3890289.787,לוחמי הגיטאות
3953059.504,3908303.922,מלכייה
3863603.2,3754381.504,פלמחים
3869602.988,3690840.586,בית קמה
3944468.791,3885671.998,פרוד
3828960.452,3676278.409,נירים
3932216.69,3899725.912,אלקוש
3888889.88,3762756.551,בית עריף
3947063.146,3889554.497,כפר שמאי
3887861.333,3770161.539,מזור
3945502.612,3894052.149,מירון
3945104.189,3896595.242,כפר חושן
3878934.138,3748976.04,סתרייה
3890372.458,3848779.45,צרופה
3927186.736,3861820.758,ציפורי
3927912.861,3906543.936,שומרה
3873463.24,3739107.023,קדרון
3888173.453,3769140.085,רינתיה
3899442.32,3825846.566,ברקאי
3888769.614,3759159.269,חדיד
3945916.175,3898298.58,ג'ש (גוש חלב)
3914243.004,3889119.482,כפר יאסיף
3909726.194,3736348.573,עין נקובא
3935439.463,3858468.216,עין מאהל
3941167.512,3846899.217,טמרה (יזרעאל)
3869612.732,3744590.721,בית גמליאל
3842941.746,3712014.958,זיקים
3861968.154,3739766.107,בני דרום
3884579.804,3712520.518,בית גוברין
3861793.087,3724370.925,משואות יצחק
3864858.023,3723390.259,עין צורים
3891179.037,3783108.127,ג'לג'וליה
3900396.466,3815820.118,גת
3892943.363,3780528.761,כפר ברא
3893508.845,3778351.557,כפר קאסם
3929183.027,3830993.252,מוקייבלה
3932080.834,3832139.404,צנדלה
3906398.983,3829234.411,ערערה
3906532.737,3825599.002,ברטעה
3916839.92,3835624.628,זלפה
3913453.201,3834967.974,מוצמוץ
3907772.976,3833288.958,מועאוויה
3918295.811,3834842.055,סאלם
3913619.187,3836215.626,מושיירפה
3901533.793,3821250.655,מצר
3900921.057,3821801.234,מייסר
3908704.306,3863771.137,אבטין
3901800.206,3829764.748,כפר קרע
3912657.093,3894506.126,שייח' דנון
3895953.199,3801369.631,שער אפרים
3929512.034,3895032.877,חוסן
3888763.244,3765046.827,טירת יהודה
3948616.705,3899815.932,כרם בן זמרה
3849474.411,3691523.103,תקומה
3879029.441,3667669.594,עומר
3939929.881,3898198,ברעם
3847550.252,3697957.107,מפלסים
3890034.004,3746490.403,משמר איילון
3910237.732,3737641.204,בית נקופה
3908553.018,3903365.602,לימן
3888744.623,3847727.53,הבונים
3829555.967,3678484.621,עין השלושה
3922627.28,3862427.03,הסוללים
3963050.978,3856377.918,מעגן
3895412.907,3833310.988,אביאל
3895624.617,3811954.008,אומץ
3879831.75,3773449.483,גבעת שמואל
3903687.009,3846571.126,אליקים
3891451.189,3850668.188,גבע כרמל
3868596.409,3742701.369,בניה
3889462.082,3785871.936,נווה ימין
3890346.055,3846219.654,עין איילה
3951835.44,3902189.422,עלמה
3891605.702,3859384.337,מגדים
3869072.295,3729808.428,כפר אחים
3866039.926,3723577.524,שפיר
3894169.3,3722445.404,"נתיב הל""ה"
3886789.398,3836560.95,מעגן מיכאל
3832627.751,3671547.317,מגן
3879484.629,3762010.481,"כפר חב""ד"
3894519.814,3805590.275,בארותיים
3892006.988,3805999.359,בורגתה
3855674.083,3722355.741,ניר ישראל
3870577.697,3734552.838,חצב
3950033.513,3870448.511,ארבל
3965409.403,3858880.714,האון
3918269.366,3836439.375,גבעת עוז
3890444.335,3771341.638,נחשונים
3852044.599,3714577.701,גיאה
3888616.468,3754484.549,כפר דניאל
3914276.342,3892514.199,עמקה
3860225.616,3675114.426,תפרח
3914203.658,3734777.851,בית זית
3886186.568,3748796.094,עזריה
3909950.674,3896080.836,בן עמי
3836117.316,3682924.75,רעים
3847953.256,3705696.939,ארז
3897250.41,3815273.325,להבות חביבה
3893827.037,3791042.097,אייל
3890308.967,3781423.694,חגור
3892712.805,3783439.81,ירחיב
3964941.116,3856247.273,תל קציר
3860545.471,3740064.472,ניר גלים
3943366.337,3861734.748,שדה אילן
3884902.057,3769453.19,מגשימים
3852409.454,3688038.85,בית הגדי
3856289.753,3720797.753,הודייה
3869700.64,3731057.248,תלמי יחיאל
3876624.32,3764574.215,משמר השבעה
3957651.37,3888261.429,אליפלט
3868799.028,3739504.662,מישר
3962959.502,3895949.612,משמר הירדן
3895574.419,3809282.013,גן יאשיה
3879715.339,3746694.78,רמות מאיר
3857603.18,3675280.587,גילת
3894660.625,3807040.276,עולש
3887922.821,3843283.283,דור
3860169.479,3731518.601,שדה עוזיהו
3897152.399,3734668.51,אשתאול
3904862.927,3736838.907,שואבה
3897425.957,3737413.327,מסילת ציון
3888652.353,3748878.253,כפר שמואל
3853587.322,3712977.463,תלמי יפה
3946793.546,3905575.302,יראון
3893863.954,3800731.123,קלנסווה
3909189.69,3827872.689,עין א-סהלה
3887704.079,3760749.156,כפר טרומן
3919130.828,3843898.692,היוגב
3889595.257,3753895.376,גמזו
3854520.651,3720030.146,ברכיה
3852604.663,3715878.535,בית שקמה
3850413.616,3674819.632,מסלול
3847136.155,3675274.95,פטיש
3852973.229,3675283.035,פדויים
3900280.444,3736326.241,בית מאיר
3893351.558,3737206.95,תעוז
3890606.578,3803689.828,ינוב
3857831.478,3728786.351,בית עזרא
3882221.901,3750955.787,מצליח
3896913.708,3806136.935,יד חנה
3880722.678,3745370.111,יציץ
3866005.008,3744459.418,בן זכאי
3845451.031,3691700.981,שובה
3855227.698,3676255.246,בטחה
3860995.368,3733641.207,שתולים
3868938.938,3741190.414,כפר מרדכי
3866152.66,3719063.804,קוממיות
3890766.973,3799738.182,פורת
3845216.209,3711463.748,כרמייה
3895250.237,3855657.362,ניר עציון
3907700.773,3726986.937,מבוא ביתר
3860105.832,3729683.246,אמונים
3898509.013,3837506.529,עמיקם
3930922.974,3896436.52,צוריאל
3863312.551,3718126.506,יד נתן
3896980.688,3730252.309,מחסיה
3891109.992,3741155.915,נחשון
3894141.887,3734900.103,תרום
3911979.76,3730742.673,עמינדב
3913268.824,3731181.055,אורה
3911008.071,3732162.47,אבן ספיר
3891194.873,3760099.929,בית נחמיה
3916732.275,3882967.398,אחיהוד
3947527.255,3870057.668,כפר זיתים
3906438.544,3735335.022,גבעת יערים
3883958.349,3760118.203,זיתן
3851768.546,3676702.457,רנן
3854326.648,3718405.592,משען
3911325.417,3894485.377,נתיב השיירה
3860542.007,3728262.251,גבעתי
3886474.185,3723585.942,עגור
3916826.213,3904273.754,יערה
3888553.03,3737693.973,צלפון
3881908.176,3760844.275,אחיעזר
3882723.194,3761775.858,יגל
3890037.796,3725265.81,זכריה
3887930.236,3832934.177,בית חנניה
3878247.765,3765848.627,חמד
3889072.153,3767253.699,"גבעת כ""ח"
3852683.476,3690418.738,יושיביה
3885883.088,3754749.738,אחיסמך
3892341.156,3730714.739,ישעי
3922796.848,3588736.167,עין יהב
3890419.905,3807113.545,חניאל
3890505.408,3789199.41,ניר אליהו
3896517.841,3732661.287,נחם
3894139.606,3845299.548,עופר
3851654.771,3695630.525,יכיני
3912617.249,3905450.78,שלומי
3921507.444,3896836.773,עין יעקב
3859734.988,3706263.164,תלמים
3869493.577,3718626.256,זבדיאל
3862479.835,3730706.714,עזריקם
3867910.622,3721576.003,זרחיה
3867632.284,3725275.606,אביגדור
3858097.413,3708057.612,חלץ
3870619.683,3704903.493,אחוזם
3903011.722,3726315.867,מטע
3904148.82,3727863.142,בר גיורא
3859309.057,3714768.299,כוכב מיכאל
3902294.275,3729874.369,נס הרים
3869933.501,3709960.512,עוזה
3867290.628,3737802.472,נווה מבטח
3879024.026,3752136.82,ישרש
3830336.049,3663953.6,מבטחים
3888449.969,3631252.211,ירוחם
3935881.075,3834630.709,נורית
3877090.271,3765654.933,גנות
3892924.607,3797730.55,עזריאל
3882995.434,3744662.022,פדיה
3883609.467,3745849.865,פתחיה
3829416.459,3681479.723,כיסופים
3888155.753,3783307.655,אלישמע
3877070.643,3793515.995,געש
3956906.451,3924311.915,מרגליות
3840265.003,3694248.178,נחל עוז
3844193.762,3695641.88,כפר עזה
3944629.371,3887898.723,שפר
3866053.89,3739304.784,בית רבן
3876771.377,3686341.472,דבירה
3895150.577,3814316.624,אחיטוב
3896648.019,3803477.506,ניצני עוז
3968116.665,3911611.033,גונן
3870153.833,3748199.271,גאליה
3950608.412,3822697.3,רחוב
3894357.687,3746427.772,שעלבים
3922374.888,3902917.544,גורן
3867178.21,3739756.893,משגב דב
3865126.17,3741144.867,כפר אביב
3887768.093,3781042.56,נווה ירק
3901684.034,3733647.449,כסלון
3958889.859,3901320.245,שדה אליעזר
3845487.863,3688184.025,כפר מימון
3863701.868,3723608.32,מרכז שפירא
3880456.204,3810836.064,צוקי ים
3879911.595,3747386.966,גני הדר
3956948.075,3857813.683,פורייה - כפר עבודה
3956027.082,3861279.203,פורייה - נווה עובד
3923163.393,3837488.922,אומן
3925613.986,3835427.898,חבר
3926505.892,3873675.75,יודפת
3906760.869,3726164.486,צור הדסה
3888952.653,3721029.501,שריגים (לי-און)
3948645.883,3906982.856,אביבים
3959891.379,3857727.54,אוהלו
3895621.482,3718802.539,אדרת
3938802.464,3624557.134,נאות הכיכר
3963218.446,3883461.77,אלמגור
3923221.015,3852808.217,מגדל העמק
3886408.003,3808254.918,מדרשת רופין
3961868.188,3890651.094,טובא-זנגרייה
3889336.376,3737729.854,גיזו
3924225.114,3606688.205,עין חצבה
3846384.739,3691095.332,זמרת
3882542.864,3810570.143,גבעת שפירא
3942819.933,3825964.159,מעלה גלבוע
3912362.456,3829533.958,מי עמי
3903520.709,3495696.041,גרופית
3928234.693,3908440.839,כפר רוזנואלד (זרעית)
3971563.974,3927258.177,שניר
3871876.025,3719317.099,ורדון
3906316.058,3738080.161,יד השמונה
3832015.976,3663622.949,צוחר
3907234.664,3737509.834,קריית יערים
3923359.684,3879077.232,יעד
3929319.68,3883853.844,כרמיאל
3894719.988,3754646.366,מבוא מודיעים
3909645.288,3890884.775,נס עמים
3867680.255,3717691.593,אלומה
3842008.923,3691560.759,עלומים
3932636.091,3903891.41,נטועה
3896481.223,3794910.086,צור נתן
3859537.743,3728817.774,עזר
3916337.785,3575701.709,צופר
3913259.055,3550651.024,פארן
3863566.467,3628850.019,אשלים
3942132.789,3820961.383,מלכישוע
3930415.199,3831922.939,מגן שאול
3898723.366,3481937.894,סמר
3870451.668,3729710.052,אחווה
3910598.735,3514315.779,יהל
3923702.963,3875193.348,שכניה
3869015.23,3683863.306,רהט
3940139.503,3884629.92,מורן
3898296.53,3752562.99,שילת
3899588.287,3751471.589,כפר רות
3885847.169,3829984.774,קיסריה
3935968.72,3879601.97,לוטם
3923584.315,3886000.412,תובל
3925754.675,3890123.284,לפידות
3922665.1,3875784.243,מנוף
3917133.51,3581908.588,ספיר
3870813.958,3631814.249,טללים
3922240.896,3872357.071,מורשת
3924254.634,3874625.358,קורנית
3933030.473,3880693.159,צביה
3916086.472,3885589.531,טל-אל
3920699.679,3863363.454,אלון הגליל
3897036.962,3847305.306, 
3896137.74,3728226.917, 
3908264.964,3857208.054, 
3873308.058,3732129.324, 
3930472.539,3836037.218, 
3918398.542,3892699.895,כליל
3922061.096,3886430.028,פלך
3928697.799,3863251.844,הושעיה
3923616.663,3608050.317,עיר אובות
3929404.745,3879881.734,אשחר
3939176.402,3869157.694,מצפה נטופה
3945291.627,3894945.282,בר יוחאי
3898661.046,3652941.939,ערערה-בנגב
3899210.715,3509929.632,נאות סמדר
3887019.928,3676080.326,כרמים
3848592.856,3690443.628,יזרעם
3865673.383,3713641.268,שחר
3883505.867,3730615.841,תירוש
3864417.617,3712134.301,"ניר ח""ן"
3927358.012,3602635.642,חצבה
3872618.779,3706725.728,נועם
3882186.973,3717105.363,בית ניר
3874882.457,3712223.511,שדה משה
3886560.46,3702222.636,אמציה
3878533.377,3706232.275,לכיש
3956649.28,3891196.479,ראש פינה
3887349.969,3726749.043,שדות מיכה
3878659.82,3743805.091,מזכרת בתיה
3963202.016,3902833.38,יסוד המעלה
3854060.609,3673194.275,אופקים
3863276.036,3715752.95,עוצם
3896561.228,3842380.478,בת שלמה
3965181.454,3897683.991,גדות
3860935.087,3707729.586,שדה דוד
3868133.157,3707312.206,איתן
3882660.699,3729333.93,גפן
3887813.212,3816940.52,אליכין
3960192.244,3932612.255,מטולה
3861954.606,3710380.1,זוהר
3951910.337,3856793.023,יבנאל
3943059.364,3853992.417,כפר תבור
3957985.179,3851132.866,מנחמיה
3941438.015,3862766.39,אילנייה
3896762.197,3831685.732,גבעת עדה
3883574.266,3722269.433,לוזית
3890029.918,3855066.774,עתלית
3862103.44,3714017.701,נוגה
3959101.573,3857307.572,כנרת (קבוצה)
3952856.369,3867490.266,מצפה
3892094.434,3449730.497,אילות
3950027.223,3822191.052,בכורה
3907770.83,3738643.509,ידידה
3923964.514,3888082.259,כישור
3932912.429,3866489.516,בית רימון
3929434.057,3607281.515,עידן
3903350.26,3857775.846, 
3936039.479,3900677.664,מתת
3891183.891,3714827.663,נחושה
3960158.946,3856572.887,דגניה א'
3958977.471,3858488.571,כנרת (מושבה)
3952693.07,3873611.489,מגדל
3930489.074,3843121.579,מרחביה (קיבוץ)
3851852.812,3705226.273,אור הנר
3829611.704,3673379.167,ניר עוז
3856939.952,3736334.113,אשדוד
3859125.995,3690814.91,אשבול
3890796.55,3822379.433,גן שמואל
3894250.222,3855545.533,עין הוד
3960295.639,3927475.659,כפר גלעדי
3960603.453,3898300.097,איילת השחר
3960247.401,3855554.601,דגניה ב'
3917716.835,3854251.517,נהלל
3939645.154,3836712.121,עין חרוד (מאוחד)
3940683.419,3836450.52,תל יוסף
3936123.589,3837925.345,כפר יחזקאל
3937702.523,3837892.154,גבע
3889167.838,3757773.046,כרם בן שמן
3939653.463,3837698.835,עין חרוד (איחוד)
3925054.294,3850763.164,גיניגר
3929201.726,3846297.16,בלפוריה
3944306.521,3831393.811,בית אלפא
3904633.023,3861261.504,יגור
3931493.874,3842975.509,מרחביה (מושב)
3884427.777,3785312.683,"כפר מל""ל"
3874151.729,3582936.013,מצפה רמון
3929866.103,3850017.277,תל עדשים
3928159.705,3849064.011,מזרע
3928595.079,3848156.286,כפר גדעון
3926532.617,3835621.032,אדירים
3882196.967,3814014.538,חופית
3914627.11,3856004.642,רמת ישי
3921160.16,3850436.583,שריד
3920707.823,3729215.111,רמת רחל
3883159.13,3772339.147,גת רימון
3912287.839,3843587.971,משמר העמק
3917358.466,3848497.459,כפר ברוך
3919869.586,3852209.399,גבת
3921131.367,3852668.277,יפעת
3918716.189,3852704.826,רמת דוד
3897221.864,3823414.177,עין שמר
3913198.661,3853080.196,כפר יהושע
3925670.201,3834776.54,ברק
3911832.712,3855238.063,שדה יעקב
3959999.509,3854119.143,בית זרע
3873726.744,3747337.013,גן שלמה
3923489.14,3836887.466,גדיש
3925504.034,3836144.639,דבורה
3874053.638,3745722.355,גבעת ברנר
3886734.781,3796498.117,תל מונד
3864998.933,3728172.901,באר טוביה
3870393.81,3752439.463,עיינות
3888562.299,3798059.862,עין ורד
3880061.272,3748018.13,נען
3870877.451,3754688.885,בית חנן
3883107.921,3741101.833,חולדה
3886860.026,3794829.065,חירות
3869502.672,3726109.97,תימורים
3922536.644,3837545.456,מלאה
3923623.779,3838388.242,ניר יפה
3863865.922,3735802.886,גן יבנה
3889501.481,3814095.686,עין החורש
3888291.433,3804888.285,כפר יונה
3892329.849,3799464.525,כפר יעבץ
3886161.206,3803525.288,פרדסייה
3888552.521,3814764.326,גבעת חיים (מאוחד)
3870887.068,3755650.539,נטעים
3881954.37,3809349.757,אביחיל
3960534.405,3852955.49,אפיקים
3876818.181,3746645.692,"כפר ביל""ו"
3909803.797,3867808.231,רמת יוחנן
3878462.923,3771078.072,"כפר אז""ר"
3883238.7,3798561.897,אבן יהודה
3885093.903,3782670.522,ירקונה
3889334.007,3791941.669,רמת הכובש
3880780.406,3812258.727,נעורים
3889309.375,3796008.809,כפר הס
3960974.241,3850980.233,אשדות יעקב (מאוחד)
3896419.828,3827070.173,כפר פינס
3883213.307,3813630.684,כפר ויתקין
3885029.149,3809279.372,הדר עם
3926613.131,3855747.875,כפר החורש
3884997.067,3810036.902,כפר חיים
3887254.765,3810020.371,משמר השרון
3886280.344,3800052.14,צורן-קדימה
3873912.062,3748713.35,גיבתון
3885623.385,3811130.5,מעברות
3887557.734,3788590.264,צופית
3960718.857,3850209.164,אשדות יעקב (איחוד)
3880969.809,3813281.902,בית ינאי
3870569.849,3753313.795,בית עובד
3886097.745,3813167.037,אלישיב
3887908.502,3814157.971,חגלה
3882543.64,3784661.071,רמות השבים
3885220.204,3750262.581,"יד רמב""ם"
3909504.648,3738532.209,קריית ענבים
3943464.309,3831689.873,חפצי-בה
3892852.055,3841163.792,מאיר שפיה
3881943.853,3785345.103,"גבעת ח""ן"
3894371.936,3827436.46,משמרות
3886288.384,3814624.361,"כפר הרא""ה"
3885250.733,3783234.896,גני עם
3886725.252,3815560.143,חיבת ציון
3905846.542,3871527.159,כפר ביאליק
3897521.421,3826857.637,עין עירון
3880265.13,3809878.061,שושנת העמקים
3896309.17,3824241.849,גן השומרון
3882201.365,3771353.554,גני תקווה
3876960.362,3792203.927,שפיים
3866151.134,3736515.217,ביצרון
3894528.967,3466239.995, 
3892850.825,3858001.811, 
3880889.213,3810711.88,חבצלת השרון
3908758.315,3858556.896,שער העמקים
3885707.701,3788964.206,גן חיים
3907099.485,3849180.552,יקנעם עילית
3908983.678,3849865.079,יקנעם (מושבה)
3945003.009,3835710.954,בית השיטה
3850354.409,3687612.679,נתיבות
3876635.604,3789648.379,רשפון
3915947.147,3854991.007,בית שערים
3887826.613,3773364.441,כפר סירקין
3909608.199,3848039.136,הזורע
3881784.403,3811254.824,ביתן אהרן
3964095.062,3902138.459,חולתה
3910334.453,3866039.811,כפר המכבי
3952252.782,3869116.856,כפר חיטים
3946931.654,3829734.341,ניר דוד (תל עמל)
3887343.778,3769008.788,נופך
3949809.326,3832462.4,שדה נחום
3957516.18,3878275.7,גינוסר
3962806.699,3853297.659,מסדה
3963395.285,3853855.386,שער הגולן
3957488.857,3836951.03,בית יוסף
3876683.522,3787739.803,כפר שמריהו
3955023.866,3818785.956,טירת צבי
3945355.336,3840457.597,מולדת
3907363.982,3841756.859,עין השופט
3957536.379,3828211.874,מעוז חיים
3967531.783,3865859.524,עין גב
3877725.237,3728226.625,כפר מנחם
3886713.997,3802426.371,צור משה
3908882.871,3868246.136,אושה
3915552.203,3906964.864,חניתה
3932121.689,3893119.695,פקיעין חדשה
3885410,3790492.85,שדה ורבורג
3912568.376,3857722.177,אלונים
3908614.16,3739393.077,מעלה החמישה
3882309.588,3795621.953,תל יצחק
3881041.95,3797514.8,בית יהושע
3907688.573,3882884.87,עין המפרץ
3888189.076,3839180.136,מעיין צבי
3948134.724,3859074.553,שרונה
3860722.707,3716570.51,שדה יואב
3958052.308,3823666.689,כפר רופין
3955430.695,3828049.552,נווה איתן
3907314.457,3880261.793,כפר מסריק
3948993.011,3828495.877,מסילות
3904491.542,3840931.384,דלייה
3885376.464,3746413.396,בית עוזיאל
3968881.49,3927221.814,דן
3953410.54,3821336.018,שדה אליהו
3957534.236,3844958.052,גשר
3944664.367,3855107.443,שדמות דבורה
3952081.245,3861699.099,הזורעים
3959665.98,3893950.05,מחניים
3863363.803,3713901.84,נהורה
3888490.477,3852841.96,נווה ים
3910409.896,3874032.016,אפק
3860889.186,3718984.245,נגבה
3881920.719,3799571.165,כפר נטר
3896763.043,3859737.695,בית אורן
3830889.244,3665068.555,עמיעוז
3965331.744,3918891.875,עמיר
3865621.564,3726527.758,כפר ורבורג
3968150.647,3925362.917,שאר ישוב
3913718.667,3903607.448,מצובה
3884030.109,3807220.655,בית יצחק-שער חפר
3884220.352,3827886.512,שדות ים
3965596.59,3920138.743,שדה נחמיה
3956895.481,3856508.191,אלומות
3880936.051,3757113.72,ניר צבי
3864987.306,3739032.276,קבוצת יבנה
3906558.614,3843763.342,רמת השופט
3856780.465,3698624.414,דורות
3873420.946,3714549.829,גת (קיבוץ)
3853092.103,3709858.361,גברעם
3954902.753,3831183.239,חמדיה
3899095.42,3823585.933,מענית
3969336.858,3921159.998,כפר סאלד
3913711.48,3736289.21,מוצא עילית
3884989.609,3808732.936,כפר ידידיה
3905425.291,3892673.074,שבי ציון
3920465.539,3903723.177,אילון
3967237.71,3925863.899,דפנה
3896741.789,3829898.846,כפר גליקסון
3963555.595,3923060.357,בית הלל
3942188.936,3841099.823,רמת צבי
3956810.264,3921242.248,מנרה
3850058.766,3700242.024,ניר עם
3836717.814,3660108.006,גבולות
3909027.344,3855766.616,בית זיד
3865159.346,3638336.504,רביבים
3892910.532,3781484.275,חורשים
3965243.283,3924831.659,הגושרים
3964073.115,3918182.075,כפר בלום
3846980.372,3709387.428,יד מרדכי
3855611.279,3726007.834,ניצנים
3900742.806,3835420.671,"גבעת ניל""י"
3873671.699,3735741.603,חפץ חיים
3890288.564,3736246.859,כפר אוריה
3940338.82,3857650.629,בית קשת
3969655.589,3917166.205,שמיר
3951808.826,3892485.715,בירייה
3904730.42,3836616.777,גלעד (אבן יצחק)
3886853.234,3747015.094,גזר
3957712.746,3908675.973,רמות נפתלי
3888596.348,3809825.703,בית הלוי
3951479.937,3879127.586,חוקוק
3900103.422,3814027.626,מגל
3894326.307,3813017.393,המעפיל
3957303.136,3928105.63,משגב עם
3890018.336,3802613.423,גאולים
3968083.8,3914086.111,להבות הבשן
3952106.313,3825143.255,"עין הנצי""ב"
3956404.059,3885632.081,עמיעד
3885104.683,3797630.565,בני דרור
3886817.568,3809063.434,כפר מונש
3946169.47,3851151.076,כפר קיש
3882771.358,3791361.332,בצרה
3871244.431,3724184.726,קדמה
3879248.119,3715271.662,גלאון
3867207.914,3686477.145,שובל
3864896.413,3680101.382,משמר הנגב
3863543.865,3663853.789,חצרים
3852060.546,3685371.658,שרשרת
3839571.618,3687969.736,בארי
3869800.463,3707743.798,אבן שמואל
3824665.306,3663589.036,ניר יצחק
3843169.945,3672364.096,אורים
3905233.73,3738115.18,נווה אילן
3865061.184,3733437.677,חצור-אשדוד
3935090.728,3848454.293,דברת
3920716.059,3894815.143,יחיעם
3844399.755,3659217.82,צאלים
3860292.531,3691029.714,קלחים
3843234.076,3687753.536,שוקדה
3963803.463,3927108.357,מעיין ברוך
3878596.304,3795901.407,יקום
3881806.045,3792252.43,בני ציון
3844453.843,3693992.47,סעד
3886650.087,3816109.158,חרב לאת
